,name,type,value,date
16739,Cash,9,0,1985-04-29
16816,Nystrom,10,0,1985-04-29
11946,Mcenroe,1,0,1985-05-06
12301,Lendl,2,0,1985-05-06
11611,Connors,3,0,1985-05-06
14253,Wilander,4,0,1985-05-06
14652,Gomez,5,0,1985-05-06
16651,Jarryd,6,0,1985-05-06
13994,Krickstein,7,0,1985-05-06
16546,Curren,8,0,1985-05-06
16740,Cash,9,0,1985-05-06
16817,Nystrom,10,0,1985-05-06
11947,Mcenroe,1,0,1985-05-13
12302,Lendl,2,0,1985-05-13
11612,Connors,3,0,1985-05-13
14254,Wilander,4,0,1985-05-13
14653,Gomez,5,0,1985-05-13
16652,Jarryd,6,0,1985-05-13
13995,Krickstein,7,0,1985-05-13
16547,Curren,8,0,1985-05-13
16818,Nystrom,9,0,1985-05-13
16741,Cash,10,0,1985-05-13
11948,Mcenroe,1,0,1985-05-20
12303,Lendl,2,0,1985-05-20
11613,Connors,3,0,1985-05-20
14255,Wilander,4,0,1985-05-20
14654,Gomez,5,0,1985-05-20
16653,Jarryd,6,0,1985-05-20
16548,Curren,7,0,1985-05-20
16742,Cash,8,0,1985-05-20
16819,Nystrom,9,0,1985-05-20
16513,Teltscher,10,0,1985-05-20
11949,Mcenroe,1,0,1985-05-27
12304,Lendl,2,0,1985-05-27
11614,Connors,3,0,1985-05-27
14256,Wilander,4,0,1985-05-27
14655,Gomez,5,0,1985-05-27
16654,Jarryd,6,0,1985-05-27
16549,Curren,7,0,1985-05-27
16743,Cash,8,0,1985-05-27
16820,Nystrom,9,0,1985-05-27
16514,Teltscher,10,0,1985-05-27
11950,Mcenroe,1,0,1985-06-10
12305,Lendl,2,0,1985-06-10
11615,Connors,3,0,1985-06-10
14257,Wilander,4,0,1985-06-10
14656,Gomez,5,0,1985-06-10
16655,Jarryd,6,0,1985-06-10
16744,Cash,7,0,1985-06-10
16821,Nystrom,8,0,1985-06-10
16550,Curren,9,0,1985-06-10
13996,Krickstein,10,0,1985-06-10
11951,Mcenroe,1,0,1985-06-17
12306,Lendl,2,0,1985-06-17
11616,Connors,3,0,1985-06-17
14258,Wilander,4,0,1985-06-17
14657,Gomez,5,0,1985-06-17
16656,Jarryd,6,0,1985-06-17
16745,Cash,7,0,1985-06-17
16822,Nystrom,8,0,1985-06-17
16551,Curren,9,0,1985-06-17
16710,Kriek,10,0,1985-06-17
11952,Mcenroe,1,0,1985-06-24
12307,Lendl,2,0,1985-06-24
11617,Connors,3,0,1985-06-24
14259,Wilander,4,0,1985-06-24
14658,Gomez,5,0,1985-06-24
16657,Jarryd,6,0,1985-06-24
16746,Cash,7,0,1985-06-24
16823,Nystrom,8,0,1985-06-24
16552,Curren,9,0,1985-06-24
16879,Mecir,10,0,1985-06-24
11953,Mcenroe,1,0,1985-07-08
12308,Lendl,2,0,1985-07-08
14260,Wilander,3,0,1985-07-08
11618,Connors,4,0,1985-07-08
14659,Gomez,5,0,1985-07-08
16658,Jarryd,6,0,1985-07-08
16553,Curren,7,0,1985-07-08
12838,Becker,8,0,1985-07-08
16824,Nystrom,9,0,1985-07-08
14077,Noah,10,0,1985-07-08
11954,Mcenroe,1,0,1985-07-15
12309,Lendl,2,0,1985-07-15
14261,Wilander,3,0,1985-07-15
11619,Connors,4,0,1985-07-15
14660,Gomez,5,0,1985-07-15
16659,Jarryd,6,0,1985-07-15
16554,Curren,7,0,1985-07-15
12839,Becker,8,0,1985-07-15
16825,Nystrom,9,0,1985-07-15
14078,Noah,10,0,1985-07-15
11955,Mcenroe,1,0,1985-07-22
12310,Lendl,2,0,1985-07-22
14262,Wilander,3,0,1985-07-22
11620,Connors,4,0,1985-07-22
16555,Curren,5,0,1985-07-22
16660,Jarryd,5,0,1985-07-22
14661,Gomez,7,0,1985-07-22
14079,Noah,8,0,1985-07-22
16826,Nystrom,9,0,1985-07-22
12840,Becker,10,0,1985-07-22
11956,Mcenroe,1,0,1985-07-29
12311,Lendl,2,0,1985-07-29
14263,Wilander,3,0,1985-07-29
11621,Connors,4,0,1985-07-29
16556,Curren,5,0,1985-07-29
16661,Jarryd,6,0,1985-07-29
14080,Noah,7,0,1985-07-29
14662,Gomez,8,0,1985-07-29
12841,Becker,9,0,1985-07-29
16827,Nystrom,10,0,1985-07-29
11957,Mcenroe,1,0,1985-08-12
12312,Lendl,2,0,1985-08-12
14264,Wilander,3,0,1985-08-12
11622,Connors,4,0,1985-08-12
16557,Curren,5,0,1985-08-12
16662,Jarryd,6,0,1985-08-12
14081,Noah,7,0,1985-08-12
14663,Gomez,8,0,1985-08-12
12842,Becker,9,0,1985-08-12
16880,Mecir,10,0,1985-08-12
12313,Lendl,1,0,1985-08-19
11958,Mcenroe,2,0,1985-08-19
14265,Wilander,3,0,1985-08-19
11623,Connors,4,0,1985-08-19
16558,Curren,5,0,1985-08-19
16663,Jarryd,6,0,1985-08-19
14082,Noah,7,0,1985-08-19
14664,Gomez,8,0,1985-08-19
12843,Becker,9,0,1985-08-19
16881,Mecir,10,0,1985-08-19
11959,Mcenroe,1,0,1985-08-26
12314,Lendl,2,0,1985-08-26
14266,Wilander,3,0,1985-08-26
11624,Connors,4,0,1985-08-26
16559,Curren,5,0,1985-08-26
14083,Noah,6,0,1985-08-26
12844,Becker,7,0,1985-08-26
16664,Jarryd,8,0,1985-08-26
14665,Gomez,9,0,1985-08-26
16828,Nystrom,10,0,1985-08-26
12315,Lendl,1,0,1985-09-09
11960,Mcenroe,2,0,1985-09-09
14267,Wilander,3,0,1985-09-09
11625,Connors,4,0,1985-09-09
16560,Curren,5,0,1985-09-09
14084,Noah,6,0,1985-09-09
16665,Jarryd,7,0,1985-09-09
12845,Becker,8,0,1985-09-09
16829,Nystrom,9,0,1985-09-09
13297,Edberg,10,0,1985-09-09
12316,Lendl,1,0,1985-09-16
11961,Mcenroe,2,0,1985-09-16
14268,Wilander,3,0,1985-09-16
11626,Connors,4,0,1985-09-16
16561,Curren,5,0,1985-09-16
14085,Noah,6,0,1985-09-16
16666,Jarryd,7,0,1985-09-16
12846,Becker,8,0,1985-09-16
13298,Edberg,9,0,1985-09-16
16830,Nystrom,10,0,1985-09-16
12317,Lendl,1,0,1985-09-23
11962,Mcenroe,2,0,1985-09-23
14269,Wilander,3,0,1985-09-23
11627,Connors,4,0,1985-09-23
16562,Curren,5,0,1985-09-23
14086,Noah,6,0,1985-09-23
16667,Jarryd,7,0,1985-09-23
12847,Becker,8,0,1985-09-23
13299,Edberg,9,0,1985-09-23
16831,Nystrom,10,0,1985-09-23
12318,Lendl,1,0,1985-09-30
11963,Mcenroe,2,0,1985-09-30
14270,Wilander,3,0,1985-09-30
11628,Connors,4,0,1985-09-30
16668,Jarryd,5,0,1985-09-30
16563,Curren,6,0,1985-09-30
12848,Becker,7,0,1985-09-30
14087,Noah,8,0,1985-09-30
13300,Edberg,9,0,1985-09-30
16832,Nystrom,10,0,1985-09-30
12319,Lendl,1,0,1985-10-14
11964,Mcenroe,2,0,1985-10-14
14271,Wilander,3,0,1985-10-14
11629,Connors,4,0,1985-10-14
12849,Becker,5,0,1985-10-14
14088,Noah,5,0,1985-10-14
16564,Curren,7,0,1985-10-14
13301,Edberg,8,0,1985-10-14
16669,Jarryd,9,0,1985-10-14
14666,Gomez,10,0,1985-10-14
12320,Lendl,1,0,1985-10-21
11965,Mcenroe,2,0,1985-10-21
14272,Wilander,3,0,1985-10-21
11630,Connors,4,0,1985-10-21
12850,Becker,5,0,1985-10-21
13302,Edberg,6,0,1985-10-21
14089,Noah,7,0,1985-10-21
16565,Curren,8,0,1985-10-21
16670,Jarryd,9,0,1985-10-21
14667,Gomez,10,0,1985-10-21
12321,Lendl,1,0,1985-10-28
11966,Mcenroe,2,0,1985-10-28
14273,Wilander,3,0,1985-10-28
11631,Connors,4,0,1985-10-28
12851,Becker,5,0,1985-10-28
13303,Edberg,6,0,1985-10-28
14090,Noah,7,0,1985-10-28
16671,Jarryd,8,0,1985-10-28
16566,Curren,9,0,1985-10-28
16711,Kriek,10,0,1985-10-28
12322,Lendl,1,0,1985-11-11
11967,Mcenroe,2,0,1985-11-11
14274,Wilander,3,0,1985-11-11
11632,Connors,4,0,1985-11-11
12852,Becker,5,0,1985-11-11
13304,Edberg,6,0,1985-11-11
14091,Noah,7,0,1985-11-11
16567,Curren,8,0,1985-11-11
16672,Jarryd,9,0,1985-11-11
16712,Kriek,10,0,1985-11-11
12323,Lendl,1,0,1985-11-18
11968,Mcenroe,2,0,1985-11-18
14275,Wilander,3,0,1985-11-18
11633,Connors,4,0,1985-11-18
12853,Becker,5,0,1985-11-18
13305,Edberg,6,0,1985-11-18
16673,Jarryd,7,0,1985-11-18
14092,Noah,8,0,1985-11-18
16568,Curren,9,0,1985-11-18
16713,Kriek,10,0,1985-11-18
12324,Lendl,1,0,1985-11-25
11969,Mcenroe,2,0,1985-11-25
14276,Wilander,3,0,1985-11-25
11634,Connors,4,0,1985-11-25
12854,Becker,5,0,1985-11-25
13306,Edberg,6,0,1985-11-25
14093,Noah,7,0,1985-11-25
16674,Jarryd,8,0,1985-11-25
16569,Curren,9,0,1985-11-25
16714,Kriek,10,0,1985-11-25
12325,Lendl,1,0,1985-12-09
11970,Mcenroe,2,0,1985-12-09
14277,Wilander,3,0,1985-12-09
11635,Connors,4,0,1985-12-09
13307,Edberg,5,0,1985-12-09
12855,Becker,6,0,1985-12-09
14094,Noah,7,0,1985-12-09
16675,Jarryd,8,0,1985-12-09
16570,Curren,9,0,1985-12-09
16882,Mecir,10,0,1985-12-09
12326,Lendl,1,0,1985-12-16
11971,Mcenroe,2,0,1985-12-16
14278,Wilander,3,0,1985-12-16
11636,Connors,4,0,1985-12-16
13308,Edberg,5,0,1985-12-16
12856,Becker,6,0,1985-12-16
14095,Noah,7,0,1985-12-16
16676,Jarryd,8,0,1985-12-16
16571,Curren,9,0,1985-12-16
16883,Mecir,10,0,1985-12-16
12327,Lendl,1,0,1985-12-23
11972,Mcenroe,2,0,1985-12-23
14279,Wilander,3,0,1985-12-23
11637,Connors,4,0,1985-12-23
13309,Edberg,5,0,1985-12-23
12857,Becker,6,0,1985-12-23
14096,Noah,7,0,1985-12-23
16677,Jarryd,8,0,1985-12-23
16572,Curren,9,0,1985-12-23
16884,Mecir,10,0,1985-12-23
12328,Lendl,1,0,1985-12-30
11973,Mcenroe,2,0,1985-12-30
14280,Wilander,3,0,1985-12-30
11638,Connors,4,0,1985-12-30
13310,Edberg,5,0,1985-12-30
12858,Becker,6,0,1985-12-30
14097,Noah,7,0,1985-12-30
16678,Jarryd,8,0,1985-12-30
16885,Mecir,9,0,1985-12-30
16573,Curren,10,0,1985-12-30
12329,Lendl,1,0,1986-01-20
11974,Mcenroe,2,0,1986-01-20
14281,Wilander,3,0,1986-01-20
11639,Connors,4,0,1986-01-20
13311,Edberg,5,0,1986-01-20
12859,Becker,6,0,1986-01-20
14098,Noah,7,0,1986-01-20
16679,Jarryd,8,0,1986-01-20
16886,Mecir,9,0,1986-01-20
16574,Curren,10,0,1986-01-20
12330,Lendl,1,0,1986-02-03
11975,Mcenroe,2,0,1986-02-03
14282,Wilander,3,0,1986-02-03
11640,Connors,4,0,1986-02-03
12860,Becker,5,0,1986-02-03
13312,Edberg,6,0,1986-02-03
14099,Noah,7,0,1986-02-03
16680,Jarryd,8,0,1986-02-03
14444,Mayotte,9,0,1986-02-03
16575,Curren,10,0,1986-02-03
12331,Lendl,1,0,1986-02-10
11976,Mcenroe,2,0,1986-02-10
14283,Wilander,3,0,1986-02-10
11641,Connors,4,0,1986-02-10
12861,Becker,5,0,1986-02-10
13313,Edberg,6,0,1986-02-10
14100,Noah,7,0,1986-02-10
16681,Jarryd,8,0,1986-02-10
14445,Mayotte,9,0,1986-02-10
16576,Curren,10,0,1986-02-10
12332,Lendl,1,0,1986-02-24
11977,Mcenroe,2,0,1986-02-24
14284,Wilander,3,0,1986-02-24
11642,Connors,4,0,1986-02-24
12862,Becker,5,0,1986-02-24
13314,Edberg,6,0,1986-02-24
14101,Noah,7,0,1986-02-24
16682,Jarryd,8,0,1986-02-24
16833,Nystrom,9,0,1986-02-24
13544,Gilbert,10,0,1986-02-24
12333,Lendl,1,0,1986-03-03
11978,Mcenroe,2,0,1986-03-03
14285,Wilander,3,0,1986-03-03
11643,Connors,4,0,1986-03-03
13315,Edberg,5,0,1986-03-03
12863,Becker,6,0,1986-03-03
14102,Noah,7,0,1986-03-03
16834,Nystrom,8,0,1986-03-03
16683,Jarryd,9,0,1986-03-03
13545,Gilbert,10,0,1986-03-03
12334,Lendl,1,0,1986-03-17
11979,Mcenroe,2,0,1986-03-17
14286,Wilander,3,0,1986-03-17
11644,Connors,4,0,1986-03-17
12864,Becker,5,0,1986-03-17
13316,Edberg,6,0,1986-03-17
14103,Noah,7,0,1986-03-17
16835,Nystrom,8,0,1986-03-17
16684,Jarryd,9,0,1986-03-17
16887,Mecir,10,0,1986-03-17
12335,Lendl,1,0,1986-03-24
11980,Mcenroe,2,0,1986-03-24
14287,Wilander,3,0,1986-03-24
11645,Connors,4,0,1986-03-24
13317,Edberg,5,0,1986-03-24
12865,Becker,6,0,1986-03-24
14104,Noah,7,0,1986-03-24
16836,Nystrom,8,0,1986-03-24
16685,Jarryd,9,0,1986-03-24
13546,Gilbert,10,0,1986-03-24
12336,Lendl,1,0,1986-03-31
11981,Mcenroe,2,0,1986-03-31
14288,Wilander,3,0,1986-03-31
11646,Connors,4,0,1986-03-31
12866,Becker,5,0,1986-03-31
13318,Edberg,6,0,1986-03-31
16837,Nystrom,7,0,1986-03-31
14105,Noah,8,0,1986-03-31
16686,Jarryd,9,0,1986-03-31
16888,Mecir,10,0,1986-03-31
12337,Lendl,1,0,1986-04-07
11982,Mcenroe,2,0,1986-04-07
14289,Wilander,3,0,1986-04-07
12867,Becker,4,0,1986-04-07
11647,Connors,5,0,1986-04-07
13319,Edberg,6,0,1986-04-07
16838,Nystrom,7,0,1986-04-07
14106,Noah,8,0,1986-04-07
16687,Jarryd,9,0,1986-04-07
16577,Curren,10,0,1986-04-07
12338,Lendl,1,0,1986-04-14
11983,Mcenroe,2,0,1986-04-14
14290,Wilander,3,0,1986-04-14
12868,Becker,4,0,1986-04-14
11648,Connors,5,0,1986-04-14
13320,Edberg,6,0,1986-04-14
16839,Nystrom,7,0,1986-04-14
14107,Noah,8,0,1986-04-14
16688,Jarryd,9,0,1986-04-14
16578,Curren,10,0,1986-04-14
12339,Lendl,1,0,1986-04-21
11984,Mcenroe,2,0,1986-04-21
14291,Wilander,3,0,1986-04-21
12869,Becker,4,0,1986-04-21
11649,Connors,5,0,1986-04-21
13321,Edberg,6,0,1986-04-21
16840,Nystrom,7,0,1986-04-21
14108,Noah,8,0,1986-04-21
16689,Jarryd,9,0,1986-04-21
16579,Curren,10,0,1986-04-21
12340,Lendl,1,0,1986-04-28
14292,Wilander,2,0,1986-04-28
11985,Mcenroe,3,0,1986-04-28
12870,Becker,4,0,1986-04-28
11650,Connors,5,0,1986-04-28
13322,Edberg,6,0,1986-04-28
16841,Nystrom,7,0,1986-04-28
14109,Noah,8,0,1986-04-28
16690,Jarryd,9,0,1986-04-28
16580,Curren,10,0,1986-04-28
12341,Lendl,1,0,1986-05-05
14293,Wilander,2,0,1986-05-05
11986,Mcenroe,3,0,1986-05-05
12871,Becker,4,0,1986-05-05
11651,Connors,5,0,1986-05-05
13323,Edberg,6,0,1986-05-05
14110,Noah,7,0,1986-05-05
16842,Nystrom,8,0,1986-05-05
16691,Jarryd,9,0,1986-05-05
16581,Curren,10,0,1986-05-05
12342,Lendl,1,0,1986-05-12
14294,Wilander,2,0,1986-05-12
11987,Mcenroe,3,0,1986-05-12
14111,Noah,4,0,1986-05-12
12872,Becker,5,0,1986-05-12
11652,Connors,6,0,1986-05-12
13324,Edberg,7,0,1986-05-12
16843,Nystrom,8,0,1986-05-12
16692,Jarryd,9,0,1986-05-12
16582,Curren,10,0,1986-05-12
12343,Lendl,1,0,1986-05-19
14295,Wilander,2,0,1986-05-19
11988,Mcenroe,3,0,1986-05-19
11653,Connors,4,0,1986-05-19
12873,Becker,5,0,1986-05-19
14112,Noah,6,0,1986-05-19
13325,Edberg,7,0,1986-05-19
16844,Nystrom,8,0,1986-05-19
16693,Jarryd,9,0,1986-05-19
16988,Leconte,10,0,1986-05-19
12344,Lendl,1,0,1986-05-26
14296,Wilander,2,0,1986-05-26
11989,Mcenroe,3,0,1986-05-26
11654,Connors,4,0,1986-05-26
12874,Becker,5,0,1986-05-26
14113,Noah,6,0,1986-05-26
13326,Edberg,7,0,1986-05-26
16845,Nystrom,8,0,1986-05-26
16694,Jarryd,9,0,1986-05-26
16989,Leconte,10,0,1986-05-26
12345,Lendl,1,0,1986-06-09
14297,Wilander,2,0,1986-06-09
12875,Becker,3,0,1986-06-09
11990,Mcenroe,4,0,1986-06-09
14114,Noah,5,0,1986-06-09
11655,Connors,6,0,1986-06-09
13327,Edberg,7,0,1986-06-09
16846,Nystrom,8,0,1986-06-09
16695,Jarryd,9,0,1986-06-09
16990,Leconte,10,0,1986-06-09
12346,Lendl,1,0,1986-06-16
14298,Wilander,2,0,1986-06-16
11656,Connors,3,0,1986-06-16
11991,Mcenroe,4,0,1986-06-16
14115,Noah,5,0,1986-06-16
12876,Becker,6,0,1986-06-16
13328,Edberg,7,0,1986-06-16
16847,Nystrom,8,0,1986-06-16
16991,Leconte,9,0,1986-06-16
16696,Jarryd,10,0,1986-06-16
12347,Lendl,1,0,1986-06-23
14299,Wilander,2,0,1986-06-23
11657,Connors,3,0,1986-06-23
11992,Mcenroe,4,0,1986-06-23
14116,Noah,5,0,1986-06-23
12877,Becker,6,0,1986-06-23
13329,Edberg,7,0,1986-06-23
16848,Nystrom,8,0,1986-06-23
16992,Leconte,9,0,1986-06-23
16697,Jarryd,10,0,1986-06-23
12348,Lendl,1,0,1986-07-07
14300,Wilander,2,0,1986-07-07
14117,Noah,3,0,1986-07-07
12878,Becker,4,0,1986-07-07
11658,Connors,5,0,1986-07-07
13330,Edberg,6,0,1986-07-07
11993,Mcenroe,7,0,1986-07-07
16849,Nystrom,8,0,1986-07-07
16993,Leconte,9,0,1986-07-07
14446,Mayotte,10,0,1986-07-07
12349,Lendl,1,0,1986-07-14
14301,Wilander,2,0,1986-07-14
14118,Noah,3,0,1986-07-14
12879,Becker,4,0,1986-07-14
13331,Edberg,5,0,1986-07-14
11659,Connors,6,0,1986-07-14
11994,Mcenroe,7,0,1986-07-14
16850,Nystrom,8,0,1986-07-14
16994,Leconte,9,0,1986-07-14
14447,Mayotte,10,0,1986-07-14
12350,Lendl,1,0,1986-07-28
14302,Wilander,2,0,1986-07-28
12880,Becker,3,0,1986-07-28
14119,Noah,4,0,1986-07-28
11660,Connors,5,0,1986-07-28
13332,Edberg,6,0,1986-07-28
11995,Mcenroe,7,0,1986-07-28
16851,Nystrom,8,0,1986-07-28
16995,Leconte,9,0,1986-07-28
14668,Gomez,10,0,1986-07-28
12351,Lendl,1,0,1986-08-04
14303,Wilander,2,0,1986-08-04
12881,Becker,3,0,1986-08-04
14120,Noah,4,0,1986-08-04
11661,Connors,5,0,1986-08-04
13333,Edberg,6,0,1986-08-04
11996,Mcenroe,7,0,1986-08-04
16852,Nystrom,8,0,1986-08-04
16996,Leconte,9,0,1986-08-04
17049,Tulasne,10,0,1986-08-04
12352,Lendl,1,0,1986-08-11
14304,Wilander,2,0,1986-08-11
12882,Becker,3,0,1986-08-11
14121,Noah,4,0,1986-08-11
11662,Connors,5,0,1986-08-11
13334,Edberg,6,0,1986-08-11
16853,Nystrom,7,0,1986-08-11
11997,Mcenroe,8,0,1986-08-11
16997,Leconte,9,0,1986-08-11
14669,Gomez,10,0,1986-08-11
12353,Lendl,1,0,1986-08-18
14305,Wilander,2,0,1986-08-18
12883,Becker,3,0,1986-08-18
13335,Edberg,4,0,1986-08-18
14122,Noah,5,0,1986-08-18
11663,Connors,6,0,1986-08-18
16854,Nystrom,7,0,1986-08-18
16998,Leconte,8,0,1986-08-18
11998,Mcenroe,9,0,1986-08-18
14670,Gomez,10,0,1986-08-18
12354,Lendl,1,0,1986-08-25
14306,Wilander,2,0,1986-08-25
12884,Becker,3,0,1986-08-25
13336,Edberg,4,0,1986-08-25
11664,Connors,5,0,1986-08-25
14123,Noah,6,0,1986-08-25
16855,Nystrom,7,0,1986-08-25
16999,Leconte,8,0,1986-08-25
11999,Mcenroe,9,0,1986-08-25
14671,Gomez,10,0,1986-08-25
12355,Lendl,1,0,1986-09-08
12885,Becker,2,0,1986-09-08
14307,Wilander,3,0,1986-09-08
13337,Edberg,4,0,1986-09-08
14124,Noah,5,0,1986-09-08
11665,Connors,6,0,1986-09-08
16856,Nystrom,7,0,1986-09-08
16889,Mecir,8,0,1986-09-08
17000,Leconte,9,0,1986-09-08
14672,Gomez,10,0,1986-09-08
12356,Lendl,1,0,1986-09-15
12886,Becker,2,0,1986-09-15
14308,Wilander,3,0,1986-09-15
13338,Edberg,4,0,1986-09-15
14125,Noah,5,0,1986-09-15
11666,Connors,6,0,1986-09-15
17001,Leconte,7,0,1986-09-15
16857,Nystrom,8,0,1986-09-15
16890,Mecir,9,0,1986-09-15
14673,Gomez,10,0,1986-09-15
12357,Lendl,1,0,1986-09-22
14309,Wilander,2,0,1986-09-22
13339,Edberg,3,0,1986-09-22
12887,Becker,4,0,1986-09-22
17002,Leconte,5,0,1986-09-22
14126,Noah,6,0,1986-09-22
11667,Connors,7,0,1986-09-22
16891,Mecir,8,0,1986-09-22
16858,Nystrom,9,0,1986-09-22
17050,Pernfors,10,0,1986-09-22
12358,Lendl,1,0,1986-09-29
14310,Wilander,2,0,1986-09-29
12888,Becker,3,0,1986-09-29
13340,Edberg,4,0,1986-09-29
14127,Noah,5,0,1986-09-29
17003,Leconte,6,0,1986-09-29
11668,Connors,7,0,1986-09-29
16859,Nystrom,8,0,1986-09-29
16892,Mecir,9,0,1986-09-29
12000,Mcenroe,10,0,1986-09-29
12359,Lendl,1,0,1986-10-06
14311,Wilander,2,0,1986-10-06
12889,Becker,3,0,1986-10-06
13341,Edberg,4,0,1986-10-06
14128,Noah,5,0,1986-10-06
17004,Leconte,6,0,1986-10-06
11669,Connors,7,0,1986-10-06
16860,Nystrom,8,0,1986-10-06
16893,Mecir,9,0,1986-10-06
12001,Mcenroe,10,0,1986-10-06
12360,Lendl,1,0,1986-10-13
14312,Wilander,2,0,1986-10-13
12890,Becker,3,0,1986-10-13
13342,Edberg,4,0,1986-10-13
17005,Leconte,5,0,1986-10-13
14129,Noah,6,0,1986-10-13
11670,Connors,7,0,1986-10-13
16861,Nystrom,8,0,1986-10-13
16894,Mecir,9,0,1986-10-13
12002,Mcenroe,10,0,1986-10-13
12361,Lendl,1,0,1986-10-20
14313,Wilander,2,0,1986-10-20
12891,Becker,3,0,1986-10-20
13343,Edberg,4,0,1986-10-20
14130,Noah,5,0,1986-10-20
17006,Leconte,6,0,1986-10-20
11671,Connors,7,0,1986-10-20
16862,Nystrom,8,0,1986-10-20
16895,Mecir,9,0,1986-10-20
12003,Mcenroe,10,0,1986-10-20
12362,Lendl,1,0,1986-10-27
12892,Becker,2,0,1986-10-27
13344,Edberg,3,0,1986-10-27
14314,Wilander,4,0,1986-10-27
14131,Noah,5,0,1986-10-27
16896,Mecir,6,0,1986-10-27
17007,Leconte,7,0,1986-10-27
11672,Connors,8,0,1986-10-27
16863,Nystrom,9,0,1986-10-27
12004,Mcenroe,10,0,1986-10-27
12363,Lendl,1,0,1986-11-03
12893,Becker,2,0,1986-11-03
13345,Edberg,3,0,1986-11-03
14315,Wilander,4,0,1986-11-03
17008,Leconte,5,0,1986-11-03
14132,Noah,6,0,1986-11-03
11673,Connors,7,0,1986-11-03
16864,Nystrom,8,0,1986-11-03
16897,Mecir,9,0,1986-11-03
12005,Mcenroe,10,0,1986-11-03
12364,Lendl,1,0,1986-11-10
12894,Becker,2,0,1986-11-10
14316,Wilander,3,0,1986-11-10
13346,Edberg,4,0,1986-11-10
17009,Leconte,5,0,1986-11-10
14133,Noah,6,0,1986-11-10
11674,Connors,7,0,1986-11-10
16865,Nystrom,8,0,1986-11-10
16898,Mecir,9,0,1986-11-10
14674,Gomez,10,0,1986-11-10
12365,Lendl,1,0,1986-11-17
12895,Becker,2,0,1986-11-17
14317,Wilander,3,0,1986-11-17
13347,Edberg,4,0,1986-11-17
14134,Noah,5,0,1986-11-17
17010,Leconte,6,0,1986-11-17
11675,Connors,7,0,1986-11-17
16866,Nystrom,8,0,1986-11-17
16899,Mecir,9,0,1986-11-17
14675,Gomez,10,0,1986-11-17
12366,Lendl,1,0,1986-11-24
12896,Becker,2,0,1986-11-24
14318,Wilander,3,0,1986-11-24
13348,Edberg,4,0,1986-11-24
14135,Noah,5,0,1986-11-24
17011,Leconte,6,0,1986-11-24
16867,Nystrom,7,0,1986-11-24
11676,Connors,8,0,1986-11-24
16900,Mecir,9,0,1986-11-24
14676,Gomez,10,0,1986-11-24
12367,Lendl,1,0,1986-12-01
12897,Becker,2,0,1986-12-01
14319,Wilander,3,0,1986-12-01
13349,Edberg,4,0,1986-12-01
14136,Noah,5,0,1986-12-01
17012,Leconte,6,0,1986-12-01
16868,Nystrom,7,0,1986-12-01
11677,Connors,8,0,1986-12-01
16901,Mecir,9,0,1986-12-01
14677,Gomez,10,0,1986-12-01
12368,Lendl,1,0,1986-12-08
12898,Becker,2,0,1986-12-08
14320,Wilander,3,0,1986-12-08
14137,Noah,4,0,1986-12-08
13350,Edberg,5,0,1986-12-08
17013,Leconte,6,0,1986-12-08
16869,Nystrom,7,0,1986-12-08
11678,Connors,8,0,1986-12-08
16902,Mecir,9,0,1986-12-08
14678,Gomez,10,0,1986-12-08
12369,Lendl,1,0,1986-12-29
12899,Becker,2,0,1986-12-29
14321,Wilander,3,0,1986-12-29
14138,Noah,4,0,1986-12-29
13351,Edberg,5,0,1986-12-29
17014,Leconte,6,0,1986-12-29
16870,Nystrom,7,0,1986-12-29
11679,Connors,8,0,1986-12-29
16903,Mecir,9,0,1986-12-29
14679,Gomez,10,0,1986-12-29
12370,Lendl,1,0,1987-01-05
12900,Becker,2,0,1987-01-05
14322,Wilander,3,0,1987-01-05
14139,Noah,4,0,1987-01-05
13352,Edberg,5,0,1987-01-05
17015,Leconte,6,0,1987-01-05
16871,Nystrom,7,0,1987-01-05
11680,Connors,8,0,1987-01-05
16904,Mecir,9,0,1987-01-05
14680,Gomez,10,0,1987-01-05
12371,Lendl,1,0,1987-01-12
12901,Becker,2,0,1987-01-12
14323,Wilander,3,0,1987-01-12
14140,Noah,4,0,1987-01-12
13353,Edberg,5,0,1987-01-12
17016,Leconte,6,0,1987-01-12
16872,Nystrom,7,0,1987-01-12
11681,Connors,8,0,1987-01-12
16905,Mecir,9,0,1987-01-12
14681,Gomez,10,0,1987-01-12
12372,Lendl,1,0,1987-01-26
12902,Becker,2,0,1987-01-26
13354,Edberg,3,0,1987-01-26
14324,Wilander,4,0,1987-01-26
14141,Noah,5,0,1987-01-26
17017,Leconte,6,0,1987-01-26
16873,Nystrom,7,0,1987-01-26
11682,Connors,8,0,1987-01-26
16906,Mecir,9,0,1987-01-26
14682,Gomez,10,0,1987-01-26
12373,Lendl,1,0,1987-02-02
13355,Edberg,2,0,1987-02-02
12903,Becker,3,0,1987-02-02
14325,Wilander,4,0,1987-02-02
14142,Noah,5,0,1987-02-02
17018,Leconte,6,0,1987-02-02
16874,Nystrom,7,0,1987-02-02
11683,Connors,8,0,1987-02-02
16907,Mecir,9,0,1987-02-02
14683,Gomez,10,0,1987-02-02
12374,Lendl,1,0,1987-02-09
13356,Edberg,2,0,1987-02-09
12904,Becker,3,0,1987-02-09
14143,Noah,4,0,1987-02-09
14326,Wilander,5,0,1987-02-09
