name,type,value,date
Novacek,10,1599,1991-11-04
Edberg,1,3679,1991-11-11
Courier,2,3010,1991-11-11
Becker,3,2852,1991-11-11
Stich,4,2675,1991-11-11
Lendl,5,2485,1991-11-11
Forget,6,2367,1991-11-11
Sampras,7,2122,1991-11-11
Agassi,8,1749,1991-11-11
Novacek,9,1599,1991-11-11
Korda,10,1550,1991-11-11
Edberg,1,3515,1991-11-18
Courier,2,3205,1991-11-18
Becker,3,2822,1991-11-18
Stich,4,2675,1991-11-18
Lendl,5,2565,1991-11-18
Sampras,6,2492,1991-11-18
Forget,7,2392,1991-11-18
Novacek,8,1599,1991-11-18
Korda,9,1550,1991-11-18
Agassi,10,1519,1991-11-18
Edberg,1,3515,1991-11-25
Courier,2,3205,1991-11-25
Becker,3,2822,1991-11-25
Stich,4,2675,1991-11-25
Lendl,5,2565,1991-11-25
Sampras,6,2492,1991-11-25
Forget,7,2392,1991-11-25
Novacek,8,1599,1991-11-25
Korda,9,1550,1991-11-25
Agassi,10,1519,1991-11-25
Edberg,1,3515,1991-12-02
Courier,2,3205,1991-12-02
Becker,3,2822,1991-12-02
Stich,4,2675,1991-12-02
Lendl,5,2565,1991-12-02
Sampras,6,2492,1991-12-02
Forget,7,2392,1991-12-02
Novacek,8,1599,1991-12-02
Korda,9,1570,1991-12-02
Agassi,10,1519,1991-12-02
Edberg,1,3515,1991-12-23
Courier,2,3205,1991-12-23
Becker,3,2822,1991-12-23
Stich,4,2675,1991-12-23
Lendl,5,2565,1991-12-23
Sampras,6,2492,1991-12-23
Forget,7,2392,1991-12-23
Novacek,8,1599,1991-12-23
Korda,9,1570,1991-12-23
Agassi,10,1519,1991-12-23
Edberg,1,3515,1992-01-06
Courier,2,3199,1992-01-06
Becker,3,2822,1992-01-06
Stich,4,2623,1992-01-06
Lendl,5,2565,1992-01-06
Sampras,6,2492,1992-01-06
Forget,7,2392,1992-01-06
Novacek,8,1599,1992-01-06
Korda,9,1570,1992-01-06
Agassi,10,1519,1992-01-06
Edberg,1,3515,1992-01-13
Courier,2,3199,1992-01-13
Becker,3,2822,1992-01-13
Lendl,4,2565,1992-01-13
Stich,5,2540,1992-01-13
Sampras,6,2492,1992-01-13
Forget,7,2390,1992-01-13
Korda,8,1570,1992-01-13
Sanchez,9,1548,1992-01-13
Novacek,10,1532,1992-01-13
Edberg,1,3671,1992-01-27
Courier,2,3652,1992-01-27
Stich,3,2648,1992-01-27
Sampras,4,2492,1992-01-27
Becker,5,2324,1992-01-27
Lendl,6,2271,1992-01-27
Forget,7,2270,1992-01-27
Sanchez,8,1593,1992-01-27
Korda,9,1557,1992-01-27
Novacek,10,1532,1992-01-27
Courier,1,3721,1992-02-10
Edberg,2,3671,1992-02-10
Stich,3,2648,1992-02-10
Sampras,4,2492,1992-02-10
Becker,5,2324,1992-02-10
Lendl,6,2271,1992-02-10
Forget,7,2270,1992-02-10
Sanchez,8,1606,1992-02-10
Korda,9,1576,1992-02-10
Ivanisevic,10,1572,1992-02-10
Courier,1,3884,1992-02-17
Edberg,2,3698,1992-02-17
Stich,3,2627,1992-02-17
Becker,4,2518,1992-02-17
Sampras,5,2336,1992-02-17
Forget,6,2178,1992-02-17
Lendl,7,2022,1992-02-17
Sanchez,8,1606,1992-02-17
Ivanisevic,9,1590,1992-02-17
Novacek,10,1571,1992-02-17
Courier,1,3884,1992-02-24
Edberg,2,3642,1992-02-24
Sampras,3,2580,1992-02-24
Becker,4,2542,1992-02-24
Stich,5,2460,1992-02-24
Forget,6,2091,1992-02-24
Ivanisevic,7,1858,1992-02-24
Lendl,8,1814,1992-02-24
Korda,9,1651,1992-02-24
Sanchez,10,1584,1992-02-24
Courier,1,3884,1992-03-02
Edberg,2,3642,1992-03-02
Becker,3,2738,1992-03-02
Sampras,4,2580,1992-03-02
Stich,5,2460,1992-03-02
Forget,6,2091,1992-03-02
Ivanisevic,7,1858,1992-03-02
Lendl,8,1703,1992-03-02
Korda,9,1651,1992-03-02
Sanchez,10,1617,1992-03-02
Courier,1,3585,1992-03-09
Edberg,2,3552,1992-03-09
Becker,3,2738,1992-03-09
Sampras,4,2580,1992-03-09
Stich,5,2499,1992-03-09
Forget,6,1882,1992-03-09
Ivanisevic,7,1858,1992-03-09
Lendl,8,1703,1992-03-09
Chang,9,1674,1992-03-09
Korda,10,1660,1992-03-09
Edberg,1,3419,1992-03-23
Courier,2,3397,1992-03-23
Becker,3,2757,1992-03-23
Sampras,4,2624,1992-03-23
Stich,5,2476,1992-03-23
Chang,6,2033,1992-03-23
Forget,7,1871,1992-03-23
Ivanisevic,8,1858,1992-03-23
Lendl,9,1703,1992-03-23
Korda,10,1660,1992-03-23
Edberg,1,3419,1992-04-06
Courier,2,3397,1992-04-06
Becker,3,2757,1992-04-06
Sampras,4,2611,1992-04-06
Stich,5,2476,1992-04-06
Chang,6,2033,1992-04-06
Forget,7,1871,1992-04-06
Ivanisevic,8,1858,1992-04-06
Lendl,9,1710,1992-04-06
Korda,10,1660,1992-04-06
Courier,1,3553,1992-04-13
Edberg,2,3241,1992-04-13
Becker,3,2757,1992-04-13
Sampras,4,2611,1992-04-13
Stich,5,2470,1992-04-13
Chang,6,2043,1992-04-13
Forget,7,1871,1992-04-13
Ivanisevic,8,1858,1992-04-13
Korda,9,1660,1992-04-13
Lendl,10,1551,1992-04-13
Courier,1,3655,1992-04-20
Edberg,2,3241,1992-04-20
Becker,3,2757,1992-04-20
Sampras,4,2633,1992-04-20
Stich,5,2470,1992-04-20
Chang,6,2125,1992-04-20
Forget,7,1874,1992-04-20
Ivanisevic,8,1858,1992-04-20
Korda,9,1660,1992-04-20
Lendl,10,1551,1992-04-20
Courier,1,3655,1992-04-27
Edberg,2,3241,1992-04-27
Sampras,3,2633,1992-04-27
Becker,4,2561,1992-04-27
Stich,5,2522,1992-04-27
Chang,6,2125,1992-04-27
Forget,7,1877,1992-04-27
Ivanisevic,8,1856,1992-04-27
Korda,9,1660,1992-04-27
Lendl,10,1551,1992-04-27
Courier,1,3655,1992-05-04
Edberg,2,3241,1992-05-04
Sampras,3,2679,1992-05-04
Becker,4,2561,1992-05-04
Stich,5,2531,1992-05-04
Chang,6,2125,1992-05-04
Forget,7,1877,1992-05-04
Ivanisevic,8,1843,1992-05-04
Korda,9,1686,1992-05-04
Lendl,10,1509,1992-05-04
Courier,1,3655,1992-05-11
Edberg,2,3523,1992-05-11
Becker,3,2694,1992-05-11
Sampras,4,2679,1992-05-11
Stich,5,2626,1992-05-11
Chang,6,2138,1992-05-11
Forget,7,1877,1992-05-11
Ivanisevic,8,1805,1992-05-11
Korda,9,1686,1992-05-11
Lendl,10,1509,1992-05-11
Courier,1,3898,1992-05-18
Edberg,2,3523,1992-05-18
Sampras,3,2710,1992-05-18
Becker,4,2694,1992-05-18
Stich,5,2626,1992-05-18
Chang,6,2199,1992-05-18
Forget,7,1877,1992-05-18
Korda,8,1825,1992-05-18
Ivanisevic,9,1805,1992-05-18
Costa,10,1626,1992-05-18
Courier,1,3898,1992-05-25
Edberg,2,3523,1992-05-25
Sampras,3,2710,1992-05-25
Becker,4,2694,1992-05-25
Stich,5,2626,1992-05-25
Chang,6,2199,1992-05-25
Forget,7,1877,1992-05-25
Korda,8,1825,1992-05-25
Ivanisevic,9,1805,1992-05-25
Costa,10,1620,1992-05-25
Courier,1,3885,1992-06-08
Edberg,2,3404,1992-06-08
Sampras,3,2793,1992-06-08
Becker,4,2406,1992-06-08
Stich,5,2393,1992-06-08
Korda,6,2209,1992-06-08
Chang,7,2071,1992-06-08
Ivanisevic,8,1963,1992-06-08
Forget,9,1836,1992-06-08
Costa,10,1584,1992-06-08
Courier,1,3885,1992-06-15
Edberg,2,3327,1992-06-15
Sampras,3,2793,1992-06-15
Stich,4,2455,1992-06-15
Becker,5,2406,1992-06-15
Korda,6,2209,1992-06-15
Chang,7,2071,1992-06-15
Ivanisevic,8,1963,1992-06-15
Forget,9,1836,1992-06-15
Costa,10,1609,1992-06-15
Courier,1,3885,1992-06-22
Edberg,2,3327,1992-06-22
Sampras,3,2760,1992-06-22
Stich,4,2455,1992-06-22
Becker,5,2406,1992-06-22
Korda,6,2209,1992-06-22
Chang,7,2071,1992-06-22
Ivanisevic,8,1837,1992-06-22
Forget,9,1836,1992-06-22
Costa,10,1609,1992-06-22
Courier,1,3848,1992-07-06
Edberg,2,3165,1992-07-06
Sampras,3,3028,1992-07-06
Ivanisevic,4,2325,1992-07-06
Korda,5,2209,1992-07-06
Becker,6,2114,1992-07-06
Chang,7,2071,1992-07-06
Stich,8,1948,1992-07-06
Agassi,9,1813,1992-07-06
Forget,10,1813,1992-07-06
Courier,1,3848,1992-07-13
Edberg,2,3165,1992-07-13
Sampras,3,3028,1992-07-13
Ivanisevic,4,2267,1992-07-13
Korda,5,2209,1992-07-13
Becker,6,2114,1992-07-13
Chang,7,2078,1992-07-13
Stich,8,1948,1992-07-13
Agassi,9,1813,1992-07-13
Forget,10,1813,1992-07-13
Courier,1,3848,1992-07-20
Edberg,2,3172,1992-07-20
Sampras,3,3028,1992-07-20
Ivanisevic,4,2319,1992-07-20
Korda,5,2271,1992-07-20
Becker,6,2114,1992-07-20
Chang,7,2078,1992-07-20
Forget,8,1797,1992-07-20
Stich,9,1699,1992-07-20
Costa,10,1663,1992-07-20
Courier,1,3781,1992-07-27
Edberg,2,3172,1992-07-27
Sampras,3,3105,1992-07-27
Ivanisevic,4,2319,1992-07-27
Becker,5,2114,1992-07-27
Chang,6,2078,1992-07-27
Korda,7,2058,1992-07-27
Agassi,8,1922,1992-07-27
Forget,9,1797,1992-07-27
Stich,10,1699,1992-07-27
Courier,1,3781,1992-08-03
Edberg,2,3169,1992-08-03
Sampras,3,3051,1992-08-03
Ivanisevic,4,2319,1992-08-03
Becker,5,2114,1992-08-03
Chang,6,2078,1992-08-03
Korda,7,2058,1992-08-03
Agassi,8,1922,1992-08-03
Forget,9,1797,1992-08-03
Stich,10,1699,1992-08-03
Courier,1,3664,1992-08-10
Edberg,2,3146,1992-08-10
Sampras,3,2830,1992-08-10
Ivanisevic,4,2319,1992-08-10
Chang,5,2078,1992-08-10
Korda,6,2058,1992-08-10
Becker,7,1985,1992-08-10
Agassi,8,1873,1992-08-10
Stich,9,1699,1992-08-10
Costa,10,1655,1992-08-10
Courier,1,3553,1992-08-17
Edberg,2,3263,1992-08-17
Sampras,3,2864,1992-08-17
Chang,4,2147,1992-08-17
Ivanisevic,5,2120,1992-08-17
Agassi,6,1889,1992-08-17
Lendl,7,1882,1992-08-17
Korda,8,1860,1992-08-17
Becker,9,1751,1992-08-17
Stich,10,1699,1992-08-17
Courier,1,3696,1992-08-24
Edberg,2,3503,1992-08-24
Sampras,3,3116,1992-08-24
Chang,4,2179,1992-08-24
Ivanisevic,5,2154,1992-08-24
Korda,6,1895,1992-08-24
Becker,7,1892,1992-08-24
Agassi,8,1889,1992-08-24
Lendl,9,1873,1992-08-24
Costa,10,1655,1992-08-24
Courier,1,3696,1992-08-31
Edberg,2,3503,1992-08-31
Sampras,3,3116,1992-08-31
Chang,4,2222,1992-08-31
Ivanisevic,5,2154,1992-08-31
Korda,6,2066,1992-08-31
Lendl,7,2016,1992-08-31
Becker,8,1918,1992-08-31
Agassi,9,1889,1992-08-31
Costa,10,1655,1992-08-31
Edberg,1,3577,1992-09-14
Courier,2,3574,1992-09-14
Sampras,3,3442,1992-09-14
Chang,4,2447,1992-09-14
Ivanisevic,5,2103,1992-09-14
Agassi,6,2067,1992-09-14
Korda,7,2066,1992-09-14
Becker,8,1944,1992-09-14
Lendl,9,1867,1992-09-14
Ferreira,10,1806,1992-09-14
Edberg,1,3577,1992-09-21
Courier,2,3574,1992-09-21
Sampras,3,3442,1992-09-21
Chang,4,2447,1992-09-21
Ivanisevic,5,2103,1992-09-21
Agassi,6,2067,1992-09-21
Korda,7,2066,1992-09-21
Becker,8,1944,1992-09-21
Lendl,9,1867,1992-09-21
Ferreira,10,1806,1992-09-21
Edberg,1,3577,1992-09-28
Courier,2,3574,1992-09-28
Sampras,3,3442,1992-09-28
Chang,4,2435,1992-09-28
Ivanisevic,5,2103,1992-09-28
Agassi,6,2067,1992-09-28
Korda,7,2054,1992-09-28
Becker,8,1944,1992-09-28
Lendl,9,1831,1992-09-28
Ferreira,10,1806,1992-09-28
Courier,1,3574,1992-10-05
Sampras,2,3366,1992-10-05
Edberg,3,3345,1992-10-05
Chang,4,2428,1992-10-05
Korda,5,2215,1992-10-05
Becker,6,2155,1992-10-05
Agassi,7,2001,1992-10-05
Ivanisevic,8,1969,1992-10-05
Lendl,9,1908,1992-10-05
Ferreira,10,1732,1992-10-05
Courier,1,3574,1992-10-12
Sampras,2,3366,1992-10-12
Edberg,3,3252,1992-10-12
Chang,4,2400,1992-10-12
Korda,5,2170,1992-10-12
Ivanisevic,6,2127,1992-10-12
Becker,7,2119,1992-10-12
Agassi,8,1971,1992-10-12
Lendl,9,1827,1992-10-12
Ferreira,10,1732,1992-10-12
Courier,1,3574,1992-10-19
Edberg,2,3254,1992-10-19
Sampras,3,3239,1992-10-19
Chang,4,2470,1992-10-19
Ivanisevic,5,2155,1992-10-19
Korda,6,2139,1992-10-19
Becker,7,2120,1992-10-19
Lendl,8,2118,1992-10-19
Agassi,9,1971,1992-10-19
Ferreira,10,1763,1992-10-19
Courier,1,3439,1992-10-26
Sampras,2,3402,1992-10-26
Edberg,3,3093,1992-10-26
Chang,4,2470,1992-10-26
Korda,5,2161,1992-10-26
Lendl,6,2118,1992-10-26
Ivanisevic,7,2091,1992-10-26
Agassi,8,1971,1992-10-26
Ferreira,9,1763,1992-10-26
Becker,10,1757,1992-10-26
Courier,1,3424,1992-11-02
Sampras,2,3299,1992-11-02
Edberg,3,3204,1992-11-02
Ivanisevic,4,2408,1992-11-02
Chang,5,2294,1992-11-02
Korda,6,2146,1992-11-02
Lendl,7,2118,1992-11-02
Agassi,8,1971,1992-11-02
Becker,9,1794,1992-11-02
Ferreira,10,1763,1992-11-02
Courier,1,3500,1992-11-09
Sampras,2,3299,1992-11-09
Edberg,3,3236,1992-11-09
Ivanisevic,4,2564,1992-11-09
Becker,5,2215,1992-11-09
Chang,6,2185,1992-11-09
Korda,7,2146,1992-11-09
Lendl,8,2118,1992-11-09
Agassi,9,1971,1992-11-09
Ferreira,10,1751,1992-11-09
Courier,1,3379,1992-11-16
Edberg,2,3236,1992-11-16
Sampras,3,2937,1992-11-16
Ivanisevic,4,2564,1992-11-16
Chang,5,2277,1992-11-16
Korda,6,2174,1992-11-16
Becker,7,2129,1992-11-16
Lendl,8,1985,1992-11-16
Agassi,9,1852,1992-11-16
Krajicek,10,1795,1992-11-16
Courier,1,3599,1992-11-23
Edberg,2,3236,1992-11-23
Sampras,3,3074,1992-11-23
Ivanisevic,4,2718,1992-11-23
Becker,5,2530,1992-11-23
Chang,6,2277,1992-11-23
Korda,7,2174,1992-11-23
Lendl,8,1985,1992-11-23
Agassi,9,1852,1992-11-23
Krajicek,10,1816,1992-11-23
Courier,1,3599,1992-11-30
Edberg,2,3236,1992-11-30
Sampras,3,3074,1992-11-30
Ivanisevic,4,2718,1992-11-30
Becker,5,2530,1992-11-30
Chang,6,2277,1992-11-30
Korda,7,2174,1992-11-30
Lendl,8,1985,1992-11-30
Agassi,9,1852,1992-11-30
Krajicek,10,1816,1992-11-30
Courier,1,3599,1992-12-07
Edberg,2,3236,1992-12-07
Sampras,3,3074,1992-12-07
Ivanisevic,4,2718,1992-12-07
Becker,5,2530,1992-12-07
Chang,6,2277,1992-12-07
Korda,7,2174,1992-12-07
Lendl,8,1985,1992-12-07
Agassi,9,1852,1992-12-07
Krajicek,10,1816,1992-12-07
Courier,1,3599,1992-12-14
Edberg,2,3236,1992-12-14
Sampras,3,3074,1992-12-14
Ivanisevic,4,2718,1992-12-14
Becker,5,2530,1992-12-14
Chang,6,2277,1992-12-14
Korda,7,2174,1992-12-14
Lendl,8,1985,1992-12-14
Agassi,9,1852,1992-12-14
Krajicek,10,1816,1992-12-14
Courier,1,3599,1992-12-21
Edberg,2,3236,1992-12-21
Sampras,3,3074,1992-12-21
Ivanisevic,4,2718,1992-12-21
Becker,5,2530,1992-12-21
Chang,6,2277,1992-12-21
Korda,7,2174,1992-12-21
Lendl,8,1985,1992-12-21
Agassi,9,1852,1992-12-21
Krajicek,10,1816,1992-12-21
Courier,1,3599,1993-01-11
Edberg,2,3244,1993-01-11
Sampras,3,3074,1993-01-11
Becker,4,2751,1993-01-11
Ivanisevic,5,2716,1993-01-11
Chang,6,2277,1993-01-11
Korda,7,2174,1993-01-11
Lendl,8,1985,1993-01-11
Agassi,9,1852,1993-01-11
Krajicek,10,1801,1993-01-11
Courier,1,3599,1993-01-18
Edberg,2,3244,1993-01-18
Sampras,3,3203,1993-01-18
Becker,4,2751,1993-01-18
Ivanisevic,5,2716,1993-01-18
Chang,6,2373,1993-01-18
Korda,7,2174,1993-01-18
Lendl,8,1985,1993-01-18
Agassi,9,1852,1993-01-18
Krajicek,10,1801,1993-01-18
Courier,1,3667,1993-02-01
Sampras,2,3399,1993-02-01
Edberg,3,3271,1993-02-01
Becker,4,2751,1993-02-01
Ivanisevic,5,2716,1993-02-01
Chang,6,2373,1993-02-01
Korda,7,2250,1993-02-01
Lendl,8,1887,1993-02-01
Agassi,9,1852,1993-02-01
Forget,10,1698,1993-02-01
Courier,1,3588,1993-02-08
Sampras,2,3399,1993-02-08
Edberg,3,3271,1993-02-08
Becker,4,2751,1993-02-08
Ivanisevic,5,2610,1993-02-08
Korda,6,2254,1993-02-08
Chang,7,2226,1993-02-08
Agassi,8,2006,1993-02-08
Lendl,9,1887,1993-02-08
Forget,10,1692,1993-02-08
Courier,1,3615,1993-02-15
Sampras,2,3399,1993-02-15
Edberg,3,3182,1993-02-15
Becker,4,2728,1993-02-15
Ivanisevic,5,2595,1993-02-15
Korda,6,2325,1993-02-15
Chang,7,2300,1993-02-15
Agassi,8,2035,1993-02-15
Lendl,9,1832,1993-02-15
Bruguera,10,1603,1993-02-15
Courier,1,3572,1993-02-22
Sampras,2,3241,1993-02-22
Edberg,3,3021,1993-02-22
Becker,4,2888,1993-02-22
Chang,5,2326,1993-02-22
Korda,6,2303,1993-02-22
Ivanisevic,7,2261,1993-02-22
Agassi,8,2035,1993-02-22
Lendl,9,2016,1993-02-22
Stich,10,1962,1993-02-22
Courier,1,3572,1993-03-01
Sampras,2,3241,1993-03-01
Edberg,3,3021,1993-03-01
Becker,4,2701,1993-03-01
Chang,5,2326,1993-03-01
Korda,6,2303,1993-03-01
Ivanisevic,7,2294,1993-03-01
Agassi,8,2162,1993-03-01
Lendl,9,1982,1993-03-01
Stich,10,1962,1993-03-01
Courier,1,3916,1993-03-08
Sampras,2,3241,1993-03-08
Edberg,3,3021,1993-03-08
Becker,4,2701,1993-03-08
Korda,5,2347,1993-03-08
Ivanisevic,6,2294,1993-03-08
Chang,7,2218,1993-03-08
Agassi,8,2128,1993-03-08
Lendl,9,1982,1993-03-08
Stich,10,1818,1993-03-08
Courier,1,3781,1993-03-22
Sampras,2,3559,1993-03-22
Edberg,3,3054,1993-03-22
Becker,4,2680,1993-03-22
Korda,5,2452,1993-03-22
Ivanisevic,6,2294,1993-03-22
Agassi,7,2176,1993-03-22
Lendl,8,1982,1993-03-22
Chang,9,1861,1993-03-22
Stich,10,1828,1993-03-22
Courier,1,3829,1993-04-05
Sampras,2,3559,1993-04-05
Edberg,3,3054,1993-04-05
Becker,4,2680,1993-04-05
Korda,5,2452,1993-04-05
Ivanisevic,6,2294,1993-04-05
Agassi,7,2176,1993-04-05
Chang,8,1979,1993-04-05
Lendl,9,1978,1993-04-05
Stich,10,1828,1993-04-05
Sampras,1,3736,1993-04-12
Courier,2,3563,1993-04-12
Edberg,3,2972,1993-04-12
Becker,4,2680,1993-04-12
Korda,5,2452,1993-04-12
Ivanisevic,6,2294,1993-04-12
Agassi,7,2245,1993-04-12
Lendl,8,1959,1993-04-12
Chang,9,1899,1993-04-12
Stich,10,1801,1993-04-12
Sampras,1,3826,1993-04-19
Courier,2,3517,1993-04-19
Edberg,3,2985,1993-04-19
Becker,4,2680,1993-04-19
Korda,5,2452,1993-04-19
Ivanisevic,6,2294,1993-04-19
Agassi,7,2213,1993-04-19
Lendl,8,2108,1993-04-19
Chang,9,1853,1993-04-19
Stich,10,1801,1993-04-19
Sampras,1,3826,1993-04-26
Courier,2,3517,1993-04-26
Edberg,3,3091,1993-04-26
Becker,4,2675,1993-04-26
Korda,5,2452,1993-04-26
Ivanisevic,6,2294,1993-04-26
Agassi,7,2213,1993-04-26
Lendl,8,2108,1993-04-26
Bruguera,9,1910,1993-04-26
Chang,10,1853,1993-04-26
Sampras,1,3826,1993-05-03
Courier,2,3517,1993-05-03
Edberg,3,3259,1993-05-03
Becker,4,2675,1993-05-03
Korda,5,2443,1993-05-03
Ivanisevic,6,2294,1993-05-03
Lendl,7,2229,1993-05-03
Agassi,8,2050,1993-05-03
Chang,9,1853,1993-05-03
Bruguera,10,1837,1993-05-03
Sampras,1,3826,1993-05-10
Courier,2,3517,1993-05-10
Edberg,3,2982,1993-05-10
Becker,4,2555,1993-05-10
Korda,5,2443,1993-05-10
Ivanisevic,6,2272,1993-05-10
Lendl,7,2262,1993-05-10
Agassi,8,2032,1993-05-10
Stich,9,1923,1993-05-10
Chang,10,1853,1993-05-10
Sampras,1,3849,1993-05-17
Courier,2,3565,1993-05-17
Edberg,3,2982,1993-05-17
Becker,4,2577,1993-05-17
Ivanisevic,5,2566,1993-05-17
Korda,6,2294,1993-05-17
Lendl,7,2262,1993-05-17
Agassi,8,2032,1993-05-17
Chang,9,1925,1993-05-17
Stich,10,1923,1993-05-17
Sampras,1,3849,1993-05-24
Courier,2,3565,1993-05-24
Edberg,3,2982,1993-05-24
Becker,4,2577,1993-05-24
Ivanisevic,5,2566,1993-05-24
Korda,6,2294,1993-05-24
Lendl,7,2262,1993-05-24
Agassi,8,2032,1993-05-24
Chang,9,1925,1993-05-24
Stich,10,1923,1993-05-24
Sampras,1,3880,1993-06-07
Courier,2,3385,1993-06-07
Edberg,3,3061,1993-06-07
Becker,4,2577,1993-06-07
Bruguera,5,2550,1993-06-07
Ivanisevic,6,2431,1993-06-07
Lendl,7,2262,1993-06-07
Medvedev,8,2017,1993-06-07
Stich,9,1982,1993-06-07
Korda,10,1946,1993-06-07
Sampras,1,3880,1993-06-14
Courier,2,3385,1993-06-14
Edberg,3,3055,1993-06-14
Becker,4,2600,1993-06-14
Bruguera,5,2550,1993-06-14
Ivanisevic,6,2431,1993-06-14
Lendl,7,2262,1993-06-14
Stich,8,2105,1993-06-14
Medvedev,9,2017,1993-06-14
Korda,10,1946,1993-06-14
Sampras,1,3880,1993-06-21
Courier,2,3385,1993-06-21
Edberg,3,3055,1993-06-21
Becker,4,2600,1993-06-21
Bruguera,5,2550,1993-06-21
Ivanisevic,6,2431,1993-06-21
Lendl,7,2262,1993-06-21
Stich,8,2105,1993-06-21
Medvedev,9,2020,1993-06-21
Korda,10,1964,1993-06-21
Sampras,1,4197,1993-07-05
Courier,2,3842,1993-07-05
Edberg,3,3230,1993-07-05
Becker,4,2786,1993-07-05
Bruguera,5,2550,1993-07-05
Lendl,6,2249,1993-07-05
Stich,7,2117,1993-07-05
Medvedev,8,2020,1993-07-05
Korda,9,1983,1993-07-05
Ivanisevic,10,1961,1993-07-05
Sampras,1,4197,1993-07-12
Courier,2,3842,1993-07-12
Edberg,3,3230,1993-07-12
Becker,4,2786,1993-07-12
Bruguera,5,2551,1993-07-12
Lendl,6,2249,1993-07-12
Stich,7,2117,1993-07-12
Medvedev,8,2020,1993-07-12
Korda,9,1983,1993-07-12
Ivanisevic,10,1943,1993-07-12
Sampras,1,4197,1993-07-19
Courier,2,3842,1993-07-19
Edberg,3,3230,1993-07-19
Becker,4,2786,1993-07-19
Bruguera,5,2531,1993-07-19
Lendl,6,2249,1993-07-19
Stich,7,2114,1993-07-19
Chang,8,1914,1993-07-19
Krajicek,9,1888,1993-07-19
Ivanisevic,10,1856,1993-07-19
Sampras,1,4197,1993-07-26
Courier,2,3842,1993-07-26
Edberg,3,3230,1993-07-26
Becker,4,2786,1993-07-26
Bruguera,5,2531,1993-07-26
Stich,6,2325,1993-07-26
Lendl,7,2073,1993-07-26
Chang,8,1914,1993-07-26
Krajicek,9,1888,1993-07-26
Ivanisevic,10,1856,1993-07-26
Sampras,1,4197,1993-08-02
Courier,2,3845,1993-08-02
Edberg,3,3230,1993-08-02
Becker,4,2786,1993-08-02
Bruguera,5,2531,1993-08-02
Stich,6,2325,1993-08-02
Lendl,7,2103,1993-08-02
Korda,8,1938,1993-08-02
Chang,9,1914,1993-08-02
Krajicek,10,1888,1993-08-02
Sampras,1,4197,1993-08-09
Courier,2,3845,1993-08-09
Edberg,3,3230,1993-08-09
Becker,4,2786,1993-08-09
Bruguera,5,2661,1993-08-09
Stich,6,2327,1993-08-09
Lendl,7,2103,1993-08-09
Krajicek,8,2003,1993-08-09
Chang,9,1982,1993-08-09
Korda,10,1938,1993-08-09
Sampras,1,3973,1993-08-16
Courier,2,3845,1993-08-16
Edberg,3,3375,1993-08-16
Becker,4,2786,1993-08-16
Bruguera,5,2661,1993-08-16
Stich,6,2392,1993-08-16
Chang,7,2180,1993-08-16
Krajicek,8,2003,1993-08-16
Korda,9,1898,1993-08-16
Ivanisevic,10,1894,1993-08-16
Courier,1,3973,1993-08-23
Sampras,2,3766,1993-08-23
Edberg,3,3114,1993-08-23
Becker,4,2844,1993-08-23
Bruguera,5,2661,1993-08-23
Stich,6,2392,1993-08-23
Chang,7,2141,1993-08-23
Medvedev,8,2119,1993-08-23
Korda,9,2014,1993-08-23
Krajicek,10,2003,1993-08-23
Courier,1,3973,1993-08-30
Sampras,2,3766,1993-08-30
Edberg,3,3145,1993-08-30
Becker,4,2823,1993-08-30
Bruguera,5,2661,1993-08-30
Stich,6,2392,1993-08-30
Chang,7,2250,1993-08-30
Medvedev,8,2119,1993-08-30
Krajicek,9,2003,1993-08-30
Ivanisevic,10,1928,1993-08-30
Sampras,1,3925,1993-09-13
Courier,2,3729,1993-09-13
Becker,3,2827,1993-09-13
Bruguera,4,2661,1993-09-13
Edberg,5,2530,1993-09-13
Stich,6,2392,1993-09-13
Medvedev,7,2267,1993-09-13
Chang,8,2105,1993-09-13
Krajicek,9,2001,1993-09-13
Ivanisevic,10,1905,1993-09-13
Sampras,1,3925,1993-09-20
Courier,2,3729,1993-09-20
Becker,3,2827,1993-09-20
Bruguera,4,2714,1993-09-20
Edberg,5,2530,1993-09-20
Stich,6,2392,1993-09-20
Medvedev,7,2119,1993-09-20
Chang,8,2105,1993-09-20
Ivanisevic,9,2061,1993-09-20
Krajicek,10,2001,1993-09-20
Sampras,1,3925,1993-09-27
Courier,2,3729,1993-09-27
Becker,3,2827,1993-09-27
Bruguera,4,2714,1993-09-27
Edberg,5,2530,1993-09-27
Stich,6,2392,1993-09-27
Medvedev,7,2119,1993-09-27
Chang,8,2105,1993-09-27
Ivanisevic,9,2061,1993-09-27
Krajicek,10,2001,1993-09-27
Sampras,1,3925,1993-10-04
Courier,2,3729,1993-10-04
Edberg,3,2649,1993-10-04
Bruguera,4,2638,1993-10-04
Becker,5,2617,1993-10-04
Stich,6,2598,1993-10-04
Chang,7,2200,1993-10-04
Medvedev,8,2119,1993-10-04
Ivanisevic,9,2061,1993-10-04
Krajicek,10,2001,1993-10-04
Sampras,1,3925,1993-10-11
Courier,2,3759,1993-10-11
Becker,3,2617,1993-10-11
Stich,4,2598,1993-10-11
Bruguera,5,2578,1993-10-11
Edberg,6,2503,1993-10-11
Chang,7,2200,1993-10-11
Medvedev,8,2119,1993-10-11
Muster,9,1999,1993-10-11
